,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,audience,audience:confidence,bias,bias:confidence,message,message:confidence,orig__golden,audience_gold,bias_gold,bioid,embed,id,label,message_gold,source,text,Name,Last Name,Party
67,766192551,False,finalized,1,8/4/15 21:16,national,1.0,partisan,1.0,personal,1.0,,,,D000600,"<blockquote class=""twitter-tweet"" width=""450""><p>Can it be any clearer? Lerner and #IRS were covering their tracks! http://t.co/C2P3NsOkP9</p> Mario Diaz-Balart (@MarioDB) <a href='https://twitter.com/MarioDB/status/487259471496761345'>2014-07-10 11:38:05</a></blockquote>",4.87259E+17,From: Mario Diaz-Balart (Representative from Florida),,twitter,Can it be any clearer? Lerner and #IRS were covering their tracks! http://t.co/C2P3NsOkP9,Mario Diaz-Balart,Diaz-Balart,R
68,766192552,False,finalized,1,8/4/15 21:43,national,1.0,neutral,1.0,personal,1.0,,,,H001038,"<blockquote class=""twitter-tweet"" width=""450""><p>Hear my recent discussion on #Syria with IrelandÛªs @rtenews (begins at 5:45):   http://t.co/vKeyErEUj4</p> Brian Higgins (@RepBrianHiggins) <a href='https://twitter.com/RepBrianHiggins/status/377526105080483840'>2013-09-10 16:16:52</a></blockquote>",3.77526E+17,From: Brian Higgins (Representative from New York),,twitter,Hear my recent discussion on #Syria with IrelandÛªs @rtenews (begins at 5:45):   http://t.co/vKeyErEUj4,Brian Higgins,Higgins,D
69,766192553,False,finalized,1,8/4/15 21:19,national,1.0,partisan,1.0,attack,1.0,,,,B000575,"<blockquote class=""twitter-tweet"" width=""450""><p>RT to tell President Obama the buck stops with him. http://t.co/n8t627WxCn #IRS #IRSscandal #Benghazi</p> Senator Roy Blunt (@RoyBlunt) <a href='https://twitter.com/RoyBlunt/status/335038667385081857'>2013-05-16 10:26:57</a></blockquote>",3.35039E+17,From: Roy Blunt (Senator from Missouri),,twitter,RT to tell President Obama the buck stops with him. http://t.co/n8t627WxCn #IRS #IRSscandal #Benghazi,Roy Blunt,Blunt,R
70,766192554,False,finalized,1,8/4/15 20:57,national,1.0,partisan,1.0,policy,1.0,,,,S000033,"<blockquote class=""twitter-tweet"" width=""450""><p>Must Read: How to get a raise at McDonaldÛªs - @HaroldMeyerson, @WashingtonPost: http://t.co/zh4cva5Txz #StrikeFastFood</p> Bernie Sanders (@SenSanders) <a href='https://twitter.com/SenSanders/status/507557845496500224'>2014-09-04 11:56:34</a></blockquote>",5.07558E+17,From: Bernard Sanders (Senator from Vermont),,twitter,"Must Read: How to get a raise at McDonaldÛªs - @HaroldMeyerson, @WashingtonPost: http://t.co/zh4cva5Txz #StrikeFastFood",Bernard Sanders,Sanders,I
71,766192555,False,finalized,1,8/4/15 20:19,national,1.0,neutral,1.0,information,1.0,,,,C001067,"<blockquote class=""twitter-tweet"" width=""450""><p>The number of people signing up for health insurance continues to increase.</p> Yvette D. Clarke (@YvetteClarke) <a href='https://twitter.com/YvetteClarke/status/418149046499307520'>2013-12-31 17:37:56</a></blockquote>",4.18149E+17,From: Yvette Clarke (Representative from New York),,twitter,The number of people signing up for health insurance continues to increase.,Yvette Clarke,Clarke,D
72,766192556,False,finalized,1,8/4/15 21:02,national,1.0,neutral,1.0,information,1.0,,,,M001157,"<blockquote class=""twitter-tweet"" width=""450""><p>RT @HouseHomeland: ICYMI: Chairman @McCaulPressShop on @CBSThisMorning on the #Boston bombing investigation and yesterday's hearing: http:/Û_</p> Michael McCaul (@McCaulPressShop) <a href='https://twitter.com/McCaulPressShop/status/332983073652215809'>2013-05-10 18:18:45</a></blockquote>",3.32983E+17,From: Michael McCaul (Representative from Texas),,twitter,RT @HouseHomeland: ICYMI: Chairman @McCaulPressShop on @CBSThisMorning on the #Boston bombing investigation and yesterday's hearing: http:/Û_,Michael McCaul,McCaul,R
73,766192557,False,finalized,2,8/4/15 21:04,constituency,0.5426,neutral,1.0,personal,0.5426,,,,L000563,"<blockquote class=""twitter-tweet"" width=""450""><p>Thanks to @MayorNoak and #WillCounty Larry Walsh for joining me @LewisUniversity Airport for today's good news. http://t.co/txSt4JgJEl</p> Rep. Daniel Lipinski (@RepLipinski) <a href='https://twitter.com/RepLipinski/status/367722918140067840'>2013-08-14 15:02:30</a></blockquote>",3.67723E+17,From: Daniel Lipinski (Representative from Illinois),,twitter,Thanks to @MayorNoak and #WillCounty Larry Walsh for joining me @LewisUniversity Airport for today's good news. http://t.co/txSt4JgJEl,Daniel Lipinski,Lipinski,D
74,766192558,False,finalized,1,8/4/15 21:13,national,1.0,neutral,1.0,support,1.0,,,,L000480,"<blockquote class=""twitter-tweet"" width=""450""><p>Thoughts &amp; prayers are w/ the families of the 3 innocent Israeli teens. Abbas must denounce terrorism &amp; bring those responsible to justice</p> Nita Lowey (@NitaLowey) <a href='https://twitter.com/NitaLowey/status/483714059276402688'>2014-06-30 16:49:53</a></blockquote>",4.83714E+17,From: Nita Lowey (Representative from New York),,twitter,Thoughts &amp; prayers are w/ the families of the 3 innocent Israeli teens. Abbas must denounce terrorism &amp; bring those responsible to justice,Nita Lowey,Lowey,D
77,766192561,False,finalized,1,8/4/15 21:20,national,1.0,neutral,1.0,personal,1.0,,,,R000583,"<blockquote class=""twitter-tweet"" width=""450""><p>Don't forget to cast your vote #FL17 Congressional Art Competition. Winner will hang in US Capitol https://t.co/hRHzBBGi8W #sayfie</p> Tom Rooney (@TomRooney) <a href='https://twitter.com/TomRooney/status/449205600078270464'>2014-03-27 11:25:35</a></blockquote>",4.49206E+17,From: Tom Rooney (Representative from Florida),,twitter,Don't forget to cast your vote #FL17 Congressional Art Competition. Winner will hang in US Capitol https://t.co/hRHzBBGi8W #sayfie,Tom Rooney,Rooney,R
79,766192563,False,finalized,1,8/4/15 20:53,national,1.0,neutral,1.0,information,1.0,,,,S001181,"<blockquote class=""twitter-tweet"" width=""450""><p>Senate passes #VAWA reauthorization in vote of 78-22</p> Sen. Jeanne Shaheen (@SenatorShaheen) <a href='https://twitter.com/SenatorShaheen/status/301421311861850114'>2013-02-12 15:03:35</a></blockquote>",3.01421E+17,From: Jeanne Shaheen (Senator from New Hampshire),,twitter,Senate passes #VAWA reauthorization in vote of 78-22,Jeanne Shaheen,Shaheen,D
80,766192564,False,finalized,1,8/4/15 20:58,national,1.0,neutral,1.0,information,1.0,,,,S000364,"<blockquote class=""twitter-tweet"" width=""450""><p>Attending the State of the Union. http://t.co/nKfjFwzz</p> John Shimkus (@RepShimkus) <a href='https://twitter.com/RepShimkus/status/301514385673838592'>2013-02-12 21:13:26</a></blockquote>",3.01514E+17,From: John Shimkus (Representative from Illinois),,twitter,Attending the State of the Union. http://t.co/nKfjFwzz,John Shimkus,Shimkus,R
83,766192567,False,finalized,1,8/4/15 21:09,national,1.0,partisan,1.0,personal,1.0,,,,K000367,"<blockquote class=""twitter-tweet"" width=""450""><p>Senate will be done but mess inHouse:Republican hardliners block strategy to avoid shutdown  @washingtonpost http://t.co/ARxkbe8bbk</p> Amy Klobuchar (@amyklobuchar) <a href='https://twitter.com/amyklobuchar/status/383436150863831040'>2013-09-26 23:41:16</a></blockquote>",3.83436E+17,From: Amy Klobuchar (Senator from Minnesota),,twitter,Senate will be done but mess inHouse:Republican hardliners block strategy to avoid shutdown  @washingtonpost http://t.co/ARxkbe8bbk,Amy Klobuchar,Klobuchar,D
85,766192569,False,finalized,1,8/4/15 20:12,national,1.0,partisan,1.0,attack,1.0,,,,B001135,"<blockquote class=""twitter-tweet"" width=""450""><p>Parents want to know their kids are in a safe place w/ qualified providers. CCDBG is essential 4 #ChildCareProtection http://t.co/WXfvAgfe2L</p> Richard Burr (@SenatorBurr) <a href='https://twitter.com/SenatorBurr/status/342303901158100992'>2013-06-05 11:36:24</a></blockquote>",3.42304E+17,From: Richard Burr (Senator from North Carolina),,twitter,Parents want to know their kids are in a safe place w/ qualified providers. CCDBG is essential 4 #ChildCareProtection http://t.co/WXfvAgfe2L,Richard Burr,Burr,R
87,766192571,False,finalized,1,8/4/15 20:47,national,1.0,neutral,1.0,information,1.0,,,,C001075,"<blockquote class=""twitter-tweet"" width=""450""><p>""Landrieu still has only about a 1-in-3 chance of winning even when her incumbent status is included"" http://t.co/dTCGtHynv8 #LASEN</p> Bill Cassidy (@BillCassidy) <a href='https://twitter.com/BillCassidy/status/466629310452088834'>2014-05-14 13:21:11</a></blockquote>",4.66629E+17,From: Bill Cassidy (Representative from Louisiana),,twitter,"""Landrieu still has only about a 1-in-3 chance of winning even when her incumbent status is included"" http://t.co/dTCGtHynv8 #LASEN",Bill Cassidy,Cassidy,R
89,766192573,False,finalized,1,8/4/15 21:13,national,1.0,neutral,1.0,personal,1.0,,,,W000799,"<blockquote class=""twitter-tweet"" width=""450""><p>So very sad to hear about the passing of Jim Ragsdale. He was a true professional &amp; a kind soul.  Jim, you will be missed greatly.</p> Tim Walz (@RepTimWalz) <a href='https://twitter.com/RepTimWalz/status/534833391263559680'>2014-11-18 17:19:51</a></blockquote>",5.34833E+17,From: Tim Walz (Representative from Minnesota),,twitter,"So very sad to hear about the passing of Jim Ragsdale. He was a true professional &amp; a kind soul.  Jim, you will be missed greatly.",Tim Walz,Walz,D
91,766192575,False,finalized,1,8/4/15 21:07,national,1.0,neutral,1.0,other,1.0,,,,L000174,"<blockquote class=""twitter-tweet"" width=""450""><p>PHOTO: Joined ""World's Most Interesting Man"" (from America's Most Interesting State) @ #landmines event on Cap. Hill http://t.co/6cVbofvNLu</p> Sen. Patrick Leahy (@SenatorLeahy) <a href='https://twitter.com/SenatorLeahy/status/451462798589952000'>2014-04-02 16:54:53</a></blockquote>",4.51463E+17,From: Patrick Leahy (Senator from Vermont),,twitter,"PHOTO: Joined ""World's Most Interesting Man"" (from America's Most Interesting State) @ #landmines event on Cap. Hill http://t.co/6cVbofvNLu",Patrick Leahy,Leahy,D
92,766192576,False,finalized,1,8/4/15 21:09,constituency,1.0,neutral,1.0,media,1.0,,,,L000559,"<blockquote class=""twitter-tweet"" width=""450""><p>W/RI Cong delegation, Mayors, police, @tenygross &amp; families affected by guns to present unified voice on gun safety http://t.co/9e78ICsvOq</p> Jim Langevin (@jimlangevin) <a href='https://twitter.com/jimlangevin/status/316602891647463424'>2013-03-26 13:29:46</a></blockquote>",3.16603E+17,From: Jim Langevin (Representative from Rhode Island),,twitter,"W/RI Cong delegation, Mayors, police, @tenygross &amp; families affected by guns to present unified voice on gun safety http://t.co/9e78ICsvOq",Jim Langevin,Langevin,D
93,766192577,False,finalized,1,8/4/15 20:48,constituency,1.0,neutral,1.0,support,1.0,,,,T000465,"<blockquote class=""twitter-tweet"" width=""450""><p>Congrats @Hanscom_AFB C-IED Team! Their work on detecting &amp; destroying IEDs earned the Theodore von Karman Award http://t.co/2wOiL3arPt</p> Niki Tsongas (@nikiinthehouse) <a href='https://twitter.com/nikiinthehouse/status/514469747791237121'>2014-09-23 13:42:00</a></blockquote>",5.1447E+17,From: Niki Tsongas (Representative from Massachusetts),,twitter,Congrats @Hanscom_AFB C-IED Team! Their work on detecting &amp; destroying IEDs earned the Theodore von Karman Award http://t.co/2wOiL3arPt,Niki Tsongas,Tsongas,D
95,766192579,False,finalized,1,8/4/15 20:14,national,1.0,neutral,1.0,personal,1.0,,,,M000702,"<blockquote class=""twitter-tweet"" width=""450""><p>Mandela. Chg. South Africa chg the world. Inspired hearts n minds of millions of us. Condolences to his family n south african people</p> Barbara Mikulski (@SenatorBarb) <a href='https://twitter.com/SenatorBarb/status/409055873269370880'>2013-12-06 15:24:54</a></blockquote>",4.09056E+17,From: Barbara Mikulski (Senator from Maryland),,twitter,Mandela. Chg. South Africa chg the world. Inspired hearts n minds of millions of us. Condolences to his family n south african people,Barbara Mikulski,Mikulski,D
96,766192580,False,finalized,1,8/4/15 21:03,national,1.0,neutral,1.0,personal,1.0,,,,H001047,"<blockquote class=""twitter-tweet"" width=""450""><p>Got a mess of oysters and clams out on Sound this morning. These guys have a rendezvous with white wine, fresh garlic, shallots and pepper.</p> Jim Himes (@jahimes) <a href='https://twitter.com/jahimes/status/288010516427853825'>2013-01-06 14:53:52</a></blockquote>",2.88011E+17,From: Jim Himes (Representative from Connecticut),,twitter,"Got a mess of oysters and clams out on Sound this morning. These guys have a rendezvous with white wine, fresh garlic, shallots and pepper.",Jim Himes,Himes,D
97,766192581,False,finalized,2,8/4/15 21:41,national,1.0,neutral,0.5294,mobilization,1.0,,,,F000462,"<blockquote class=""twitter-tweet"" width=""450""><p>RT if you think America succeeds when #WomenSucceed http://t.co/uBQRhIKuvg</p> Rep. Lois Frankel (@RepLoisFrankel) <a href='https://twitter.com/RepLoisFrankel/status/357985434279739394'>2013-07-18 18:09:13</a></blockquote>",3.57985E+17,From: Lois Frankel (Representative from Florida),,twitter,RT if you think America succeeds when #WomenSucceed http://t.co/uBQRhIKuvg,Lois Frankel,Frankel,D
98,766192582,False,finalized,1,8/4/15 20:14,national,1.0,neutral,1.0,information,1.0,,,,K000378,"<blockquote class=""twitter-tweet"" width=""450""><p>Tips for staying warm should you be outside this week helping clean after recent storms via the Coal City Courant: http://t.co/j5hwgEkIdP</p> Adam Kinzinger (@RepKinzinger) <a href='https://twitter.com/RepKinzinger/status/405488946362073089'>2013-11-26 19:11:13</a></blockquote>",4.05489E+17,From: Adam Kinzinger (Representative from Illinois),,twitter,Tips for staying warm should you be outside this week helping clean after recent storms via the Coal City Courant: http://t.co/j5hwgEkIdP,Adam Kinzinger,Kinzinger,R
99,766192583,False,finalized,1,8/4/15 20:23,constituency,1.0,neutral,1.0,media,1.0,,,,S001183,"<blockquote class=""twitter-tweet"" width=""450""><p>RT @kevinscholla: My interview w/@RepDavid Schweikert on @SarahNETRadio! Huge meeting coming up w/constituents! http://t.co/Pf2edk5kxG Û_</p> Rep David Schweikert (@RepDavid) <a href='https://twitter.com/RepDavid/status/349162602691166209'>2013-06-24 09:50:26</a></blockquote>",3.49163E+17,From: David Schweikert (Representative from Arizona),,twitter,RT @kevinscholla: My interview w/@RepDavid Schweikert on @SarahNETRadio! Huge meeting coming up w/constituents! http://t.co/Pf2edk5kxG Û_,David Schweikert,Schweikert,R
100,766192585,False,finalized,1,8/4/15 20:57,constituency,1.0,neutral,1.0,personal,1.0,,,,H001053,"<blockquote class=""twitter-tweet"" width=""450""><p>St. Robert Community Center, 114 JH Williamson Dr. In St. Robert (2 of 3)</p> Rep. Vicky Hartzler (@RepHartzler) <a href='https://twitter.com/RepHartzler/status/364844952552873984'>2013-08-06 16:26:29</a></blockquote>",3.64845E+17,From: Vicky Hartzler (Representative from Missouri),,twitter,"St. Robert Community Center, 114 JH Williamson Dr. In St. Robert (2 of 3)",Vicky Hartzler,Hartzler,R
101,766192586,False,finalized,1,8/4/15 22:48,national,1.0,neutral,1.0,support,1.0,,,,P000605,"<blockquote class=""twitter-tweet"" width=""450""><p>Joining @RobbHanrahanCBS on Face the State on @CBS21NEWS around 11:30 this morning to talk about #Ebola. http://t.co/WCqg6KpPF5</p> RepScottPerry (@RepScottPerry) <a href='https://twitter.com/RepScottPerry/status/521301441114554369'>2014-10-12 10:08:43</a></blockquote>",5.21301E+17,From: Scott Perry (Representative from Pennsylvania),,twitter,Joining @RobbHanrahanCBS on Face the State on @CBS21NEWS around 11:30 this morning to talk about #Ebola. http://t.co/WCqg6KpPF5,Scott Perry,Perry,R
102,766192587,False,finalized,1,8/4/15 20:45,national,1.0,neutral,1.0,personal,1.0,,,,R000591,"<blockquote class=""twitter-tweet"" width=""450""><p>In the hustle and bustle of the holidays (and don't forget its also Iron Bowl week), I know its easy to get distracted.</p> Rep. Martha Roby  (@RepMarthaRoby) <a href='https://twitter.com/RepMarthaRoby/status/405388961805107200'>2013-11-26 12:33:54</a></blockquote>",4.05389E+17,From: Martha Roby (Representative from Alabama),,twitter,"In the hustle and bustle of the holidays (and don't forget its also Iron Bowl week), I know its easy to get distracted.",Martha Roby,Roby,R
103,766192588,False,finalized,1,8/4/15 20:50,national,1.0,neutral,1.0,personal,1.0,,,,B000589,"<blockquote class=""twitter-tweet"" width=""450""><p>Great to see -- @johnerardi says, ""Ted Kremer will be @Reds' batboy tonight"" http://t.co/mmmBPMLauQ</p> Speaker John Boehner (@SpeakerBoehner) <a href='https://twitter.com/SpeakerBoehner/status/364867288282832897'>2013-08-06 17:55:15</a></blockquote>",3.64867E+17,From: John Boehner (Representative from Ohio),,twitter,"Great to see -- @johnerardi says, ""Ted Kremer will be @Reds' batboy tonight"" http://t.co/mmmBPMLauQ",John Boehner,Boehner,R
105,766192590,False,finalized,1,8/4/15 21:06,national,1.0,partisan,1.0,policy,1.0,,,,R000582,"<blockquote class=""twitter-tweet"" width=""450""><p>Now is the Time to Balance the Budget http://t.co/AaOKH9gG</p> Dr. Phil Roe (@DrPhilRoe) <a href='https://twitter.com/DrPhilRoe/status/299257264878014464'>2013-02-06 15:44:26</a></blockquote>",2.99257E+17,From: Phil Roe (Representative from Tennessee),,twitter,Now is the Time to Balance the Budget http://t.co/AaOKH9gG,Phil Roe,Roe,R
